"SubRate","SubRate_err","Elev","Elev_err","MinUpRate","MinUpRate_err","EstUpRate","EstUpRate_err"
3.23543203647101,0.181493268874546,841,841,10.4306849847223,1.15454624216531,14.2397425126933,1.78144658959784
