"SubRate","SubRate_err","Elev","Elev_err","MinUpRate","MinUpRate_err","EstUpRate","EstUpRate_err"
2.2586083347159,0.281949218960208,667,667,8.98102255909956,1.17890669469853,14.3885268659732,2.11184139843458
