SeaLevel,Age(Ma)
14.38,15.366
11.21,15.369
14.21,15.372
16.67,15.372
6.15,15.374
1.14,15.377
3.52,15.38
6.51,15.383
11.37,15.385
19.9,15.388
11.2,15.391
-2.39,15.393
8.6,15.396
4.82,15.399
2.91,15.402
17.03,15.404
-5.79,15.407
-5.9,15.413
-7.17,15.415
-3.53,15.418
-4.2,15.421
4.97,15.424
11.71,15.426
15.35,15.429
18.37,15.432
27.51,15.437
34.84,15.44
15.09,15.443
8.25,15.447
7.54,15.452
15.47,15.456
15.4,15.46
21.48,15.464
31.26,15.468
29.95,15.472
34.8,15.476
15.65,15.48
6.95,15.485
11.18,15.489
30.8,15.493
28.27,15.497
39.28,15.501
18.92,15.506
20.11,15.51
26.22,15.514
41.57,15.518
25.55,15.52
15.07,15.521
3.98,15.523
-3.43,15.525
-1.6,15.527
-4.69,15.528
3.9,15.53
6.96,15.532
14.94,15.534
12.47,15.535
1.37,15.537
2.58,15.539
3.18,15.541
3.77,15.543
7.45,15.544
3.12,15.546
10.49,15.548
4.93,15.55
11.69,15.551
12.9,15.553
9.18,15.555
17.17,15.556
18.38,15.558
25.75,15.56
6.05,15.561
12.18,15.563
31.23,15.565
37.37,15.567
33.67,15.568
62.57,15.57
66.08,15.57
51.72,15.572
25.41,15.575
58.67,15.578
65.47,15.581
64.95,15.584
43.38,15.587
49.07,15.59
75.5,15.593
67.52,15.597
22.81,15.602
65.65,15.604
12.42,15.608
-7.26,15.613
-4.18,15.618
-6.64,15.623
-5.4,15.629
-9.7,15.634
-8.46,15.639
-8.46,15.644
-9.06,15.649
-6.6,15.654
-2.9,15.659
14.96,15.664
14.96,15.669
6.97,15.674
-1.03,15.679
-5.33,15.684
24.22,15.69
13.76,15.695
13.77,15.7
28,15.705
33.62,15.71
10.31,15.715
24.54,15.72
17.87,15.726
-7.26,15.733
-0.99,15.74
7.12,15.747
2.9,15.753
-8.07,15.76
0.66,15.767
6.9,15.773
11.32,15.78
5.27,15.787
10.92,15.794
15.94,15.8
9.27,15.804
-0.48,15.808
-6.56,15.811
-3.39,15.815
9.02,15.819
12.2,15.823
19.68,15.827
0.08,15.831
-1.05,15.835
-1.57,15.839
-5.16,15.843
-3.24,15.846
-0.06,15.85
11.48,15.854
-0.45,15.857
11.9,15.861
13.04,15.865
16.77,15.869
13.48,15.873
7.98,15.877
2.7,15.88
28.98,15.885
22.84,15.888
41.67,15.893
-6.06,15.899
11.94,15.903
-10.33,15.908
24.81,15.913
-6,15.919
18.93,15.922
-10.46,15.928
2.28,15.933
3.25,15.94
12.71,15.944
5.2,15.949
8.27,15.954
16.77,15.959
9.94,15.964
20.54,15.97
17.32,15.974
43.01,15.98
48.36,15.985
36.67,15.99
62.41,15.996
60.82,16.006
63.42,16.011
53.3,16.017
5.64,16.023
3.01,16.028
22.73,16.034
26.07,16.039
23.58,16.045
34.9,16.049
21.07,16.054
17.83,16.059
23.51,16.064
27.01,16.072
34.12,16.078
23.8,16.083
20.02,16.089
20.22,16.094
17.16,16.099
45.15,16.105
37.55,16.111
39.24,16.116
25.67,16.122
19.43,16.127
14.48,16.133
22.17,16.145
28.24,16.149
29.19,16.156
34.33,16.161
52.26,16.169
38.89,16.173
46.13,16.177
28.4,16.178
24.38,16.181
26.56,16.189
31.76,16.195
30.75,16.2
34.95,16.206
32.27,16.211
27.48,16.217
25.61,16.222
38.61,16.228
31.07,16.233
35.46,16.239
31.92,16.244
21.04,16.25
3.6,16.255
24.47,16.261
15.64,16.266
19.6,16.272
21.17,16.277
26.54,16.283
9.71,16.288
24.31,16.294
10.06,16.299
21.29,16.305
16.73,16.31
19.03,16.316
43.97,16.322
40.08,16.327
49.98,16.332
48.31,16.339
38.33,16.344
37.03,16.351
41.98,16.359
49.98,16.366
16.71,16.374
10.55,16.381
28.95,16.39
33.22,16.396
24.59,16.404
40.16,16.412
29.78,16.419
24.12,16.427
29.74,16.434
35.21,16.442
52.77,16.449
60.67,16.456
40.25,16.461
25.34,16.467
31.29,16.473
27.26,16.477
20.66,16.483
24.97,16.488
31.23,16.494
35.57,16.498
36.6,16.504
38.59,16.508
27.05,16.512
25.08,16.519
20.79,16.524
43.63,16.529
35.52,16.535
35.53,16.54
39.6,16.546
19.36,16.552
12.56,16.556
10.42,16.561
35.29,16.567
31.55,16.572
23.68,16.578
32.74,16.583
38.18,16.588
35.42,16.593
24.61,16.598
7.32,16.604
4.88,16.609
3.55,16.614
5.91,16.618
9.7,16.625
31.82,16.63
36.03,16.635
35.81,16.64
16.39,16.645
14.76,16.65
19.53,16.656
30.32,16.661
50.28,16.666
58.56,16.672
30.53,16.677
36.46,16.682
14.02,16.687
5.68,16.692
25.26,16.694
4.73,16.698
5.09,16.703
9.91,16.709
16.14,16.714
27.35,16.719
28.89,16.724
20.92,16.73
33.67,16.735
37.05,16.739
36.75,16.744
26.25,16.75
15.69,16.756
12.37,16.761
30.17,16.766
36.15,16.771
19.79,16.776
31.7,16.787
41.44,16.793
9.56,16.797
21.31,16.801
55.3,16.808
33.7,16.813
17.67,16.821
30.65,16.826
23.87,16.831
26.28,16.837
24.09,16.844
20.9,16.85
46.37,16.855
21.35,16.863
25,16.87
36.45,16.875
39.1,16.881
40.65,16.887
48.73,16.894
29.23,16.9
28.77,16.905
21.41,16.911
20.57,16.916
35.3,16.923
8.87,16.928
3.41,16.934
8.18,16.939
-2.32,16.944
7.91,16.952
-2.59,16.958
-18.14,16.964
-12.76,16.97
-4.24,16.975
-9.08,16.981
1.46,16.988
1.72,16.995
2.55,17
2.9,17.006
2.07,17.012
-2.44,17.018
0.79,17.024
1.53,17.029
6.06,17.035
-10.5,17.043
6.75,17.047
10.95,17.054
-3.57,17.059
-1.87,17.065
-14.85,17.072
9.01,17.078
10.46,17.084
18.8,17.09
47.3,17.095
-3.78,17.1
14.55,17.105
26.36,17.11
-5.58,17.115
4.81,17.12
3.06,17.126
-12.19,17.13
-12.87,17.135
3.41,17.141
7.55,17.145
-4.7,17.15
-13.63,17.155
-3.73,17.16
-3.49,17.165
1.98,17.17
1.91,17.175
-7.52,17.178
12.67,17.185
19.46,17.189
-15.51,17.192
10.75,17.195
0.81,17.196
4.49,17.199
-1.85,17.202
-8.25,17.205
-12.96,17.207
-4.41,17.21
-7.66,17.213
-21.57,17.216
-19.7,17.218
-22.16,17.221
-24.31,17.224
-20.37,17.227
-15.79,17.229
-2.68,17.232
-6.67,17.235
-6.43,17.238
-4.62,17.24
-4.68,17.243
2.03,17.246
-8.48,17.249
-17.75,17.251
-14.12,17.254
-16.02,17.257
-10.54,17.26
-13.04,17.262
-6.33,17.265
-2.08,17.268
-5.22,17.271
-8.33,17.273
-1.62,17.276
0.16,17.279
0.72,17.282
-6.7,17.284
0.01,17.287
9.18,17.29
13.43,17.293
26.93,17.295
32.41,17.298
34.21,17.301
10.2,17.305
-24.9,17.31
-18.76,17.314
-4.62,17.319
-8.95,17.323
-19.43,17.328
-18.21,17.332
-12.07,17.336
-1.63,17.341
-9.65,17.345
-17.67,17.35
-21.38,17.354
-21.39,17.359
-16.49,17.363
-22.66,17.367
-8.52,17.372
5,17.376
4.98,17.381
0.04,17.385
-14.13,17.39
11.08,17.394
16.61,17.398
7.38,17.403
6.23,17.405
9.63,17.409
-3.01,17.415
1.5,17.419
-16.38,17.424
-21.85,17.427
-0.22,17.432
3.38,17.437
-19.74,17.441
-1.57,17.445
13.47,17.45
11.96,17.455
18.93,17.458
0.85,17.461
-10.2,17.465
6.93,17.47
-19.76,17.473
-22.27,17.475
-7.73,17.479
-11.52,17.483
6.9,17.488
-0.96,17.492
6.44,17.495
5.6,17.499
22.62,17.503
-12.61,17.507
-3.91,17.511
7.99,17.514
8.27,17.518
-7.45,17.522
10.3,17.525
4.97,17.529
16.57,17.533
-0.75,17.537
-8.85,17.54
-2.85,17.544
-10.82,17.548
9.39,17.551
8.07,17.555
12.22,17.559
0.62,17.563
1.63,17.566
25.48,17.57
23.72,17.574
18.34,17.578
15.71,17.581
25.53,17.585
8.41,17.591
-15.98,17.597
-24.68,17.604
-7.94,17.604
0.09,17.61
16.11,17.617
11.21,17.623
-5.38,17.629
-5.97,17.635
6.36,17.641
10.69,17.647
10.72,17.654
28.59,17.66
28,17.668
-3.97,17.676
13.3,17.685
11.49,17.694
12.12,17.702
-5.13,17.711
-9.46,17.719
-13.79,17.728
-10.74,17.736
7.71,17.743
12.61,17.751
8.28,17.759
0.26,17.767
-7.76,17.775
11.91,17.782
2.05,17.79
6.33,17.798
24.18,17.806
7.58,17.814
-7.8,17.822
4.52,17.829
1.45,17.837
5.16,17.845
7.63,17.853
10.1,17.861
-0.35,17.868
-14.5,17.876
-27.41,17.884
-22.48,17.891
-31.7,17.897
2.81,17.904
1.66,17.911
-9.34,17.917
-11.72,17.924
-0.56,17.931
-7.26,17.937
2.66,17.944
-4.65,17.95
8.97,17.957
2.28,17.964
2.35,17.97
14.12,17.977
18.51,17.984
8.11,17.989
-13.99,17.994
-22.54,17.999
-13.85,18.004
-3.3,18.009
-5.05,18.015
7.34,18.02
6.54,18.027
21.97,18.037
-1.76,18.042
9.54,18.048
25.99,18.053
32.84,18.058
13.88,18.065
10.12,18.072
12.89,18.079
-5.25,18.087
-6.92,18.094
-6.2,18.101
9.81,18.108
13.2,18.115
0.53,18.122
-6.29,18.129
-10.77,18.136
-9.35,18.144
-9.71,18.151
10.3,18.157
-6.31,18.164
-6.48,18.17
0.79,18.176
2.21,18.183
5.73,18.189
-6.27,18.196
-6.16,18.202
-7.42,18.209
14.22,18.215
32.84,18.222
13.99,18.228
25.72,18.235
9.15,18.241
2.86,18.247
20.3,18.254
-10.05,18.26
-9.1,18.267
-3.82,18.273
-25.26,18.28
-6.82,18.286
-6.6,18.293
-10.37,18.299
-1.3,18.306
-13.69,18.312
4.99,18.318
13.61,18.325
4.9,18.331
-11.67,18.335
-24.49,18.348
-10.54,18.359
-17.86,18.366
-25.72,18.369
-17.21,18.374
-13.04,18.378
-13.43,18.382
-9.39,18.386
-35.26,18.392
-23.47,18.398
-18.08,18.402
-5.58,18.411
-8.4,18.417
-14.69,18.422
-0.9,18.428
9.44,18.434
-14.18,18.44
-6.43,18.446
-2.36,18.452
-32.57,18.458
-30.53,18.464
-15.39,18.47
-10.52,18.476
-26.84,18.481
-28.68,18.487
-27.2,18.493
0,18.499
-15.8,18.505
-22.37,18.511
-17.11,18.517
7.65,18.523
-6.98,18.527
-5.15,18.532
-13.07,18.536
-8.08,18.54
-7.47,18.545
-18.47,18.549
-20.92,18.553
-19.21,18.558
-28.06,18.562
-12.75,18.565
-11.26,18.571
-9.83,18.575
-0.4,18.579
-3.79,18.584
1.76,18.588
-22.35,18.592
-23.59,18.597
-21.84,18.601
-14.37,18.605
-23.1,18.61
-21.05,18.614
-26.81,18.618
-25.7,18.623
-7.89,18.627
-14.89,18.631
-22.51,18.636
-19.78,18.64
-5.11,18.644
-5.9,18.649
-12.96,18.653
-17.56,18.657
-13.53,18.66
-1.53,18.666
-8.89,18.67
-6.36,18.675
9.6,18.679
2.85,18.683
-32.89,18.688
-19.46,18.692
-19.44,18.696
-23.85,18.701
-24.21,18.705
-21.43,18.709
4.42,18.714
12.12,18.718
8.37,18.724
5.55,18.73
-15.49,18.736
17.44,18.742
-31.78,18.748
0.65,18.754
3.49,18.76
0.55,18.766
-5.48,18.772
8.13,18.778
-4.85,18.784
-11.05,18.79
8.77,18.796
3.01,18.802
-7.94,18.808
-11.2,18.814
1.71,18.819
-5.06,18.825
11.13,18.831
-1.67,18.837
-11.04,18.842
-36.65,18.847
-13.02,18.853
-14.26,18.858
0.57,18.863
-0.68,18.868
-17.35,18.874
-21.48,18.879
-26.98,18.883
-24.47,18.888
-23.42,18.894
-22.57,18.899
-20.45,18.904
-12.23,18.909
-13.16,18.915
-14.23,18.92
-12.84,18.925
-22.1,18.93
-16.75,18.936
-26.81,18.941
-20.62,18.946
-21.2,18.951
-17.82,18.957
-10.96,18.962
-14,18.967
-4.86,18.972
-3.02,18.978
3.48,18.983
-7.38,18.988
-19.22,18.993
-23.9,18.999
-29.47,19.004
-18.72,19.009
-29.33,19.014
-19.06,19.02
-13.12,19.025
-9.82,19.03
1.9,19.035
-7.86,19.039
-12.71,19.043
-16.41,19.046
-25.44,19.05
-25.38,19.053
-40.81,19.057
-38.88,19.061
-38.52,19.064
-17.89,19.068
-20.29,19.071
-12.09,19.075
-19.52,19.079
-19.54,19.081
-20.49,19.086
-12.23,19.09
-17.22,19.093
-12.34,19.097
-11.48,19.1
-7.49,19.104
-7.68,19.108
-6.16,19.111
-3.39,19.115
-36.27,19.118
-21.26,19.122
-11.42,19.126
-13.9,19.129
-9.04,19.133
-8.69,19.136
-2.85,19.14
3.67,19.144
-10.01,19.147
-4.48,19.151
-4.81,19.154
6.7,19.158
-15.46,19.162
-15.77,19.166
-34.98,19.17
-1.14,19.174
-21.14,19.178
1.5,19.182
-16.17,19.186
-2.63,19.19
-6.47,19.193
-1.49,19.197
0.84,19.201
-8.72,19.205
-14.22,19.209
-15.23,19.213
-28.55,19.217
-24.45,19.221
-26.26,19.225
-19.03,19.229
26.12,19.233
-9.72,19.237
13.63,19.241
3.58,19.245
-10.54,19.249
-9.53,19.252
-11.15,19.256
-8.04,19.26
-7.76,19.264
-7.66,19.268
-17.96,19.272
0.17,19.276
2.73,19.28
-5.73,19.284
-7.29,19.288
1.42,19.292
-2.05,19.296
-5.59,19.3
-13.77,19.303
-21.15,19.307
-12.91,19.311
5.25,19.315
-1.03,19.319
-9.83,19.323
2.66,19.327
-17.4,19.331
-16.35,19.335
-19,19.339
-21.89,19.343
-17.28,19.347
-34.45,19.35
-22.39,19.354
-29.15,19.358
-30.75,19.362
-30.14,19.366
-7.74,19.37
-48.29,19.381
-28.11,19.385
-18.02,19.389
-19.31,19.393
-29.71,19.397
-34.15,19.401
-30.18,19.405
-34.52,19.409
-68.02,19.413
-27.13,19.417
-34.55,19.421
-24.06,19.425
-19.35,19.429
-26.51,19.432
-40.89,19.437
-24.97,19.44
-32.88,19.444
-40.91,19.448
-44.27,19.452
-27.31,19.456
-27.1,19.46
-17.22,19.464
-39.16,19.468
-35.99,19.472
-31.84,19.476
-35.68,19.48
-34.47,19.483
-32.17,19.487
-29.18,19.491
-26.01,19.495
-25.25,19.499
-24.1,19.503
-32.44,19.507
-27.29,19.511
-37.41,19.515
-35.41,19.519
-20.79,19.523
-16.26,19.527
-10.44,19.531
-16.8,19.534
-0.85,19.543
-9.99,19.547
4.82,19.551
17.54,19.554
21.2,19.558
11.95,19.561
5.29,19.564
-20.26,19.566
-12.84,19.569
-17.84,19.571
-12.32,19.574
-2.18,19.577
-21.54,19.582
-8.82,19.585
-7.11,19.587
-7.5,19.59
-10.34,19.592
-21.93,19.595
-32.96,19.598
-14.58,19.6
-29.76,19.603
-27.6,19.605
-27.16,19.608
-25.49,19.611
-23.88,19.613
-17.1,19.616
-19.36,19.619
-16.03,19.621
-15.28,19.624
4.79,19.626
8.74,19.629
16.62,19.632
9.93,19.636
6.99,19.64
12.92,19.644
8.63,19.648
-20.34,19.652
-17.93,19.656
-5.42,19.66
-3.99,19.664
8.76,19.668
12.04,19.672
1.9,19.676
17.06,19.68
-12.59,19.684
-20.14,19.688
-12,19.692
-7.25,19.696
8.15,19.7
-25.63,19.704
-30.28,19.709
-9.66,19.713
-19.5,19.717
-0.44,19.72
-5.42,19.724
-4.24,19.728
-12.42,19.732
-10.75,19.736
-1.99,19.741
-5.31,19.745
10.76,19.749
8.12,19.753
20.55,19.757
26.1,19.761
26.41,19.765
-1.05,19.768
-15.95,19.771
-50.61,19.774
-45.76,19.777
-19.55,19.78
-18.76,19.783
-19.64,19.786
-34.35,19.789
-34.18,19.792
-32.1,19.795
-31.5,19.798
-25.53,19.801
-23.11,19.804
-30.36,19.807
-38.96,19.81
-33.03,19.813
-31.72,19.816
-43.46,19.819
-36.92,19.822
-39.55,19.825
-45.6,19.829
-35.37,19.832
-42,19.835
-27.65,19.838
-5.11,19.841
-23.31,19.844
-24.13,19.848
-16.97,19.851
-12.38,19.855
-11.19,19.858
1.59,19.862
-7.36,19.866
-12.85,19.87
-25.57,19.873
-25.35,19.877
-24.35,19.88
-30.83,19.884
-28.69,19.888
-32.49,19.891
-19.84,19.895
-20.9,19.899
-11.34,19.902
-13.31,19.906
-22.5,19.909
-14.93,19.913
-10.81,19.917
1.22,19.92
-9.67,19.924
1.87,19.927
6.49,19.931
6.67,19.935
-13.79,19.938
-13.97,19.942
3.84,19.945
-4.71,19.949
-5.48,19.952
5.42,19.956
4.95,19.959
-11.23,19.963
-15.81,19.966
-3.5,19.97
-0.15,19.973
-13.99,19.977
1.79,19.98
-11.38,19.984
-30.55,19.987
-14.3,19.991
-15.07,19.994
0.69,19.998
-0.46,20.001
16.13,20.005
12.64,20.008
6.99,20.011
-7.68,20.015
5.93,20.018
13.78,20.022
9.55,20.025
16.91,20.029
29.11,20.032
-14.61,20.175
19.61,20.273
5.84,20.357
8.87,20.362
10.86,20.436
-10.12,20.439
-40.63,20.508
-39.39,20.57
-43.06,20.636
-7.93,20.708
-20.5,20.797
10.34,20.864
-54.56,20.909
-23.79,20.925
-21.94,20.97
-17.02,20.986
-16.7,21.031
-6.25,21.089
-6.8,21.096
-13.48,21.173
2.13,21.216
-16.39,21.26
-25.11,21.304
1.4,21.348
-20.71,21.392
-11.33,21.438
31.75,21.554
16.9,21.557
22.28,21.563
4.94,21.567
10.34,21.572
16.39,21.576
16.87,21.581
14.3,21.585
42.5,21.589
2.36,21.594
15.79,21.598
33.57,21.601
16.31,21.603
-24.99,21.607
46.33,21.611
21.03,21.616
-11.65,21.62
52.21,21.629
-45.08,21.633
-20.55,21.638
-13.22,21.642
5.19,21.645
5.19,21.645
18.7,21.647
11.25,21.651
4.41,21.656
7.42,21.66
12.28,21.664
1.13,21.669
-11.86,21.673
1.59,21.679
1.54,21.682
0.25,21.686
7.59,21.689
23.56,21.691
6.26,21.695
1.26,21.7
14.78,21.704
-6.77,21.709
-6.17,21.713
-9.27,21.717
4.25,21.722
15.31,21.726
31.91,21.731
-33.34,21.735
20.8,21.739
4.78,21.744
19.53,21.749
5.98,21.753
2.88,21.758
2.25,21.763
23.16,21.767
-10.71,21.772
21.89,21.777
2.19,21.779
7.72,21.781
-22.46,21.786
11.99,21.791
2.73,21.797
2.11,21.802
15.04,21.807
-10.8,21.813
8.9,21.818
-2.17,21.823
5.83,21.828
1.53,21.831
-5.23,21.839
12.63,21.849
5.25,21.855
8.37,21.883
-4.55,21.886
-29.77,21.894
0.4,21.906
-12.49,21.917
-13.69,21.929
-19.82,21.94
1.12,21.944
-19.79,21.952
-21.6,21.963
-4.34,21.975
-26.47,21.986
-3.63,22.021
-9.77,22.033
8.09,22.045
-10.36,22.056
-5.42,22.068
-7.25,22.079
13.68,22.088
4.47,22.098
19.87,22.107
14.97,22.114
-26.88,22.116
-23.79,22.118
8.84,22.123
-17.01,22.125
-23.77,22.128
-36.07,22.131
-22.53,22.132
-28.67,22.137
-20.05,22.139
-21.88,22.142
-28.64,22.147
-31.09,22.151
-12.62,22.156
-41.53,22.161
-27.98,22.165
-24.89,22.17
-27.31,22.186
-23.84,22.231
-20.12,22.233
42.74,22.241
-32.85,22.25
-17.34,22.26
-21.55,22.269
-17.18,22.274
-5.44,22.278
-13.42,22.28
-18.31,22.283
-13.94,22.288
-13.88,22.293
-6.45,22.297
-22.38,22.302
2.33,22.307
19.03,22.311
-4.78,22.321
-23.07,22.33
-16.1,22.34
-10.56,22.34
-19.62,22.349
-12.06,22.358
-18.04,22.367
5.52,22.376
-11.54,22.385
2.1,22.39
-22.34,22.399
4.91,22.408
9.93,22.413
10.02,22.418
-24.88,22.427
9.66,22.431
-7.57,22.431
10.55,22.445
-36.74,22.45
-5.06,22.465
-28.81,22.478
-6.58,22.482
8.36,22.491
19.74,22.511
-5.34,22.524
-16.65,22.557
6.28,22.57
-13.78,22.592
-0.24,22.592
-11.83,22.603
-13.68,22.603
4.17,22.605
6.63,22.608
1.73,22.619
4.81,22.624
1.18,22.672
-4.36,22.672
-9.88,22.682
-11.71,22.698
16.58,22.703
-14.22,22.708
-10.53,22.708
4.84,22.711
-16.71,22.713
-25.36,22.718
15.86,22.72
-17.39,22.723
-18.02,22.725
-7.58,22.728
-24.22,22.731
-34.08,22.734
-17.5,22.739
4.62,22.744
-17.56,22.749
-0.97,22.752
-10.83,22.754
-9.63,22.76
-17.05,22.765
-24.47,22.77
-9.72,22.773
13.65,22.775
4.38,22.781
7.43,22.786
-13.53,22.791
1.22,22.794
10.44,22.796
33.8,22.801
1.79,22.807
-7.45,22.812
-16.07,22.815
17.16,22.817
-19.76,22.818
-23.47,22.828
-11.78,22.833
-14.86,22.834
-19.17,22.838
-23.49,22.845
-13.04,22.852
-5.04,22.858
-29.68,22.871
-22.92,22.878
-12.46,22.885
6.61,22.891
-11.87,22.898
-8.14,22.905
-16.1,22.911
-12.39,22.915
-3.75,22.918
-17.75,22.942
-15.85,22.951
-20.11,22.958
-13.3,22.964
-3.45,22.964
-24.35,22.968
-21.21,22.978
-16.25,22.984
-41.43,22.991
-32.79,22.995
-34.01,22.997
-16.73,23.004
-31.44,23.011
-44.94,23.017
-32.6,23.021
-32.57,23.024
-29.45,23.03
26.58,23.034
-27.54,23.038
-42.25,23.046
-21.93,23.048
-23.69,23.058
-36.59,23.062
-35.35,23.063
-15.63,23.066
-37.76,23.07
-26.65,23.074
-36.49,23.075
-30.92,23.078
-37.64,23.085
-33.3,23.089
-19.75,23.091
-22.81,23.093
-30.16,23.097
-22.71,23.107
-6.05,23.113
-15.87,23.117
-10.31,23.121
-26.91,23.123
-22.59,23.125
-24.41,23.129
-9,23.133
-34.82,23.137
-6.49,23.141
7.69,23.145
2.22,23.155
-9.46,23.157
6.56,23.161
-11.85,23.169
-9.37,23.171
2.34,23.174
-11.77,23.181
6.78,23.195
-11.06,23.211
14.75,23.227
5.48,23.242
0.51,23.257
6.01,23.272
1.68,23.283
0.44,23.287
6.56,23.299
10.14,23.329
9.46,23.345
4.98,23.39
15.42,23.408
12.36,23.415
6.85,23.426
14.9,23.444
-8.48,23.446
16.16,23.455
14.94,23.46
19.87,23.462
-21.34,23.469
-4.09,23.48
-11.45,23.487
14.4,23.491
18.73,23.498
3.97,23.5
-3.33,23.509
9.65,23.514
-18.62,23.518
-5.08,23.518
-6.9,23.52
42.36,23.523
-0.7,23.525
-4.99,23.527
3.68,23.532
12.34,23.536
-0.56,23.538
-0.56,23.538
-2.99,23.541
-7.88,23.545
3.25,23.55
8.22,23.554
13.17,23.557
24.27,23.559
5.21,23.561
-6.46,23.563
2.82,23.568
-11.29,23.572
2.27,23.574
-16.78,23.577
-5.68,23.579
-16.12,23.581
9.78,23.586
23.36,23.59
-3.08,23.592
-4.28,23.595
12.35,23.597
6.22,23.599
-2.91,23.608
18.04,23.61
-13.31,23.613
-7.13,23.615
-2.19,23.617
-15.67,23.622
-31.62,23.626
-5.75,23.628
2.28,23.631
-19.1,23.644
-11.66,23.649
-3,23.653
16.1,23.655
6.91,23.658
19.24,23.66
-5.97,23.662
6.4,23.667
3.98,23.671
5.23,23.673
-0.27,23.676
-5.17,23.678
-20.53,23.68
26.91,23.685
2.96,23.689
9.75,23.691
14.71,23.694
30.73,23.696
37.53,23.698
16.64,23.703
0.04,23.707
-17.19,23.709
31.43,23.709
30.21,23.712
22.22,23.714
36.37,23.714
-6.08,23.716
28.39,23.719
16.09,23.721
33.33,23.723
13.03,23.725
21.04,23.727
11.81,23.727
-4.19,23.728
28.43,23.729
29.67,23.731
21.68,23.733
27.83,23.733
2,23.737
29.08,23.737
8.78,23.74
30.94,23.742
21.71,23.742
37.11,23.746
1.44,23.751
-2.85,23.755
15.61,23.756
34.09,23.76
36.57,23.764
16.89,23.769
14.44,23.771
10.14,23.773
21.85,23.778
25.56,23.782
13.27,23.787
30.52,23.791
38.54,23.796
13.93,23.798
13.94,23.8
7.76,23.805
25.58,23.809
15.11,23.812
10.79,23.814
20,23.818
13.2,23.823
14.41,23.827
-4.69,23.832
25.44,23.836
-15.82,23.842
11.25,23.843
0.17,23.844
7.53,23.849
6.27,23.854
14.25,23.859
-7.94,23.865
14.82,23.867
19.11,23.871
30.77,23.876
-4.95,23.882
-0.06,23.888
14.67,23.896
12.19,23.899
21.38,23.905
28.72,23.911
19.45,23.916
13.89,23.919
11.4,23.922
15.05,23.928
13.16,23.934
15.58,23.939
13.69,23.945
17.33,23.951
16.09,23.953
0.67,23.957
21.55,23.962
27.05,23.968
4.23,23.974
7.9,23.977
6.65,23.979
15.22,23.985
12.05,23.997
32.96,23.999
41.55,24.002
3.36,24.008
24.89,24.01
14.4,24.014
24.21,24.019
13.71,24.025
10.64,24.025
-3.56,24.031
7.51,24.033
0.1,24.037
34.53,24.042
12.95,24.048
30.76,24.054
22.72,24.059
21.45,24.065
11.61,24.065
30.06,24.067
23.88,24.071
26.92,24.077
25.04,24.082
36.69,24.088
15.15,24.089
15.11,24.094
16.93,24.099
6.45,24.105
11.97,24.111
23.03,24.117
28.56,24.122
19.93,24.125
20.54,24.128
30.37,24.134
25.43,24.14
29.73,24.145
15.57,24.148
33.4,24.151
19.85,24.157
0.76,24.162
3.82,24.168
17.34,24.174
43.79,24.182
13.01,24.184
10.55,24.185
26.53,24.191
16.67,24.197
17.89,24.202
20.34,24.207
30.18,24.208
24.63,24.214
24.61,24.22
19.67,24.225
9.83,24.226
13.51,24.228
13.5,24.231
-4.36,24.237
12.86,24.242
15.31,24.248
13.46,24.25
9.14,24.254
5.43,24.26
-6.28,24.265
6.02,24.271
19.56,24.271
22,24.277
24.45,24.282
8.43,24.288
5.96,24.293
4.11,24.294
10.26,24.296
-11.9,24.3
7.16,24.305
12.68,24.311
0.36,24.315
3.44,24.317
7.11,24.323
0.93,24.334
14.45,24.34
-12.64,24.345
17.5,24.353
-5.9,24.357
15.64,24.359
13.78,24.363
-1.62,24.369
2.06,24.374
-1.65,24.38
6.95,24.385
22.32,24.39
11.86,24.391
39.54,24.395
37.69,24.399
11.82,24.404
14.28,24.406
20.43,24.407
17.33,24.411
26.55,24.415
23.46,24.419
-0.55,24.421
12.98,24.423
14.81,24.427
-6.74,24.431
-1.22,24.435
-8.61,24.436
-13.54,24.439
2.46,24.439
-27.1,24.443
-9.87,24.443
-8.64,24.444
12.89,24.446
-21.58,24.447
-5.59,24.451
12.25,24.452
-1.3,24.454
6.7,24.455
15.92,24.458
8.53,24.459
12.21,24.463
13.44,24.464
16.5,24.467
4.8,24.47
5.41,24.471
-4.45,24.475
-8.77,24.476
21.38,24.479
24.45,24.481
18.28,24.485
13.97,24.486
13.96,24.487
3.5,24.488
7.18,24.489
-13.14,24.493
21.94,24.493
5.92,24.497
2.85,24.497
8.99,24.501
2.22,24.502
12.06,24.503
17.6,24.505
7.75,24.506
29.9,24.509
7.13,24.51
29.28,24.513
16.35,24.515
13.89,24.517
26.81,24.519
15.12,24.519
18.19,24.521
-1.5,24.524
4.03,24.525
14.49,24.528
-3.36,24.529
-21.21,24.533
-3.98,24.533
13.25,24.537
9.56,24.537
2.78,24.541
4.63,24.541
20.01,24.545
7.08,24.546
4.62,24.549
7.08,24.55
8.92,24.553
-20.01,24.557
11.99,24.561
-5.87,24.565
3.36,24.567
19.36,24.569
2.12,24.573
7.66,24.577
18.73,24.581
12.57,24.585
34.1,24.589
24.25,24.594
24.25,24.597
26.09,24.601
28.54,24.605
1.46,24.608
26.07,24.612
-5.32,24.616
-1.01,24.619
7.6,24.623
5.13,24.627
6.98,24.628
13.74,24.63
4.51,24.634
18.04,24.638
17.42,24.642
0.18,24.645
16.8,24.649
16.79,24.653
14.32,24.656
21.7,24.66
12.47,24.664
