SeaLevel,Age(Ma)
-19.74,7.68238
-19.17,7.68538
-17.98,7.68838
-19.24,7.69138
-25.44,7.69438
-26.09,7.69738
-17.52,7.70038
-8.94,7.70338
-8.37,7.70638
-12.72,7.70938
-14.61,7.71238
-16.5,7.71538
-9.16,7.71838
-7.97,7.72138
-12.93,7.72438
-6.82,7.72738
-6.25,7.73038
-11.83,7.73339
-20.49,7.73639
-18.69,7.73939
-8.88,7.74239
-6.46,7.74539
-15.12,7.74839
-18.24,7.75139
-13.36,7.75439
-7.86,7.75739
-4.21,7.76039
-4.26,7.76339
-7.38,7.76639
-11.73,7.76939
-11.15,7.77239
-5.04,7.77539
-4.47,7.77839
-10.05,7.78139
-10.09,7.78439
-3.37,7.78739
-10.8,7.79039
-21.3,7.79339
-25.03,7.79639
-26.92,7.79939
-28.82,7.8024
-20.25,7.8054
-15.99,7.8084
-17.88,7.8114
-18.54,7.8144
-17.97,7.8174
-18.63,7.8204
-19.3,7.8234
-17.5,7.8264
-11.39,7.8294
-5.9,7.8324
-6.56,7.8354
-13.99,7.8384
-21.42,7.8414
-25.16,7.8444
-22.13,7.8474
-17.25,7.8504
-12.99,7.8534
-6.88,7.8564
-0.78,7.8594
-10.67,7.8624
-7.64,7.8654
-10.76,7.86841
-17.58,7.87141
-20.7,7.87441
-21.98,7.87741
-14.64,7.88041
-17.15,7.88341
-19.04,7.88641
-18.47,7.88941
-16.67,7.89241
-18.57,7.89541
-19.84,7.89841
-16.19,7.90141
-13.16,7.90441
-12.58,7.90741
-12.62,7.91041
-12.04,7.91341
-15.16,7.91641
-23.81,7.91941
-31.85,7.92241
-39.89,7.92541
-44.85,7.92841
-42.43,7.93141
-39.39,7.93441
-36.97,7.93742
-33.93,7.94042
-31.51,7.94342
-29.08,7.94642
-26.66,7.94942
-24.85,7.95242
-23.66,7.95542
-21.85,7.95842
-20.66,7.96142
-19.47,7.96442
-19.51,7.96742
-23.24,7.97042
-27.59,7.97342
-31.32,7.97642
-34.43,7.97942
-31.4,7.98242
-27.13,7.98542
-22.86,7.98842
-18.59,7.99142
-18.01,7.99442
-18.67,7.99742
-18.7,8.00042
-19.33,8.00342
-21.19,8.00643
-23.67,8.00943
-26.15,8.01243
-28.63,8.01543
-27.41,8.01843
-20.66,8.02143
-13.9,8.02443
-7.15,8.02743
-3.47,8.03043
-7.18,8.03343
-31.19,8.3193
-31.18,8.3214
-25.02,8.3236
-28.09,8.3257
-32.39,8.3278
-31.76,8.33
-26.22,8.3321
-32.98,8.3342
-29.27,8.3385
-29.26,8.3406
-26.18,8.3428
-27.4,8.3449
-20.62,8.347
-23.07,8.3492
-23.07,8.3513
-18.75,8.3534
-26.13,8.3556
-30.43,8.3577
-29.19,8.3598
-23.03,8.362
-18.09,8.3641
-13.16,8.3662
-22.39,8.3684
-15.61,8.3705
-21.14,8.3726
-26.05,8.3748
-22.97,8.3769
-29.11,8.379
-29.72,8.3812
-11.25,8.3833
-14.32,8.3854
-5.7,8.3875
-13.07,8.3901
-19.22,8.3922
-32.75,8.3944
-25.97,8.3965
-29.04,8.3986
-14.87,8.4008
-24.1,8.4029
-24.7,8.405
-18.54,8.4072
-19.15,8.4093
-23.45,8.4114
-10.52,8.4136
-22.82,8.4157
-25.27,8.4178
-20.34,8.42
-33.87,8.4221
-28.94,8.4242
-19.08,8.4264
-38.15,8.4285
-36.91,8.4306
-29.52,8.4328
-20.9,8.4349
-28.27,8.437
-21.5,8.4392
-23.95,8.4413
-22.71,8.4434
-21.47,8.4456
-19,8.4477
-22.07,8.4498
-17.14,8.452
-23.9,8.4541
-19.58,8.4562
-18.96,8.4584
-16.49,8.4605
-23.87,8.4626
-13.4,8.4648
-15.85,8.4669
-15.84,8.469
-12.75,8.4733
-18.89,8.4754
-22.58,8.4776
-30.57,8.4797
-20.1,8.4818
-24.4,8.484
-23.77,8.4861
-14.54,8.4882
-17.6,8.4925
-17.59,8.4946
-12.66,8.4968
-13.88,8.4989
-21.25,8.5031
-18.17,8.5053
-52.62,8.5074
-34.77,8.5095
-32.31,8.5117
-24.3,8.5138
-20.6,8.5159
-24.29,8.5181
-17.51,8.5202
-17.51,8.5223
-15.04,8.5245
-16.88,8.5266
-22.42,8.5287
-20.56,8.5309
-11.94,8.533
-11.32,8.5351
-7.01,8.5373
-13.16,8.5394
-4.54,8.5415
-17.45,8.5437
-13.14,8.5458
-21.75,8.5479
-26.67,8.5501
-18.66,8.5522
-32.81,8.5543
-20.5,8.5565
-28.49,8.5586
-31.56,8.5607
-23.56,8.5629
-25.4,8.565
-9.39,8.5671
-22.93,8.5693
-16.77,8.5714
-26.61,8.5735
-15.53,8.5757
-5.06,8.5778
-13.67,8.5799
-16.74,8.5821
-13.04,8.5842
-19.19,8.5863
-16.72,8.5885
-40.1,8.5906
-4.4,8.5927
-34.55,8.5949
-24.09,8.597
-27.77,8.5991
-32.69,8.6013
-41.92,8.6034
-35.15,8.6053
-37,8.6073
-35.77,8.6092
-34.54,8.6112
-43.77,8.6131
-39.46,8.6151
-29,8.617
-35.77,8.619
-37,8.6209
-33.31,8.6229
-27.15,8.6241
-17.92,8.626
-35.77,8.628
-27.77,8.6299
-27.77,8.6319
-29.62,8.6377
-15.46,8.6397
-46.23,8.6416
-36.39,8.6436
-26.54,8.6455
-19.77,8.6475
-29,8.6495
-28.39,8.6514
-23.46,8.6534
-26.54,8.6553
-21,8.6573
-18.54,8.6592
-22.85,8.6612
-17.31,8.6631
-7.46,8.6651
-11.15,8.667
-10.54,8.669
1.77,8.6709
-2.54,8.6729
-29.62,8.6748
-39.46,8.6768
-33.92,8.6788
-27.77,8.6807
-27.77,8.6827
-34.54,8.6846
-30.85,8.6866
-27.15,8.6885
-15.46,8.6905
-15.46,8.6924
-15.46,8.6944
-17.92,8.6963
-32.69,8.6983
-22.23,8.7002
-29.01,8.7022
-27.79,8.7041
-24.11,8.7061
-25.35,8.7081
-6.9,8.71
-11.22,8.712
-18,8.7139
-17.39,8.7159
-29.71,8.7178
-17.41,8.7198
-26.04,8.7217
-27.89,8.7237
-32.21,8.7256
-43.3,8.7276
-29.77,8.7297
-32.24,8.7319
-37.79,8.734
-24.26,8.7361
-21.81,8.7382
-24.29,8.7404
-16.3,8.7425
-24.92,8.7446
-29.24,8.7468
-20.02,8.7489
-13.88,8.751
-9.58,8.7532
-7.13,8.7553
-0.37,8.7574
-2.23,8.7595
-9.63,8.7617
-12.72,8.7638
-13.96,8.7659
-25.66,8.7681
-25.67,8.7702
-27.53,8.7723
-17.08,8.7744
-17.7,8.7766
-16.48,8.7787
-7.88,8.7808
-15.28,8.783
-12.21,8.7851
-9.76,8.7872
-9.16,8.7894
-11.63,8.7915
-19.64,8.7936
-22.11,8.7957
-31.97,8.7979
-26.44,8.8
-24.61,8.8021
-25.85,8.8043
-29.55,8.8064
-24.02,8.8085
-25.26,8.8106
-32.05,8.8128
-35.75,8.8149
-28.99,8.817
-36.39,8.8192
-27.17,8.8213
-27.79,8.8234
-39.5,8.8256
-20.43,8.8277
-16.13,8.8298
-14.91,8.8319
-27.23,8.8341
-22.94,8.8362
-28.49,8.8383
-13.73,8.8405
-24.2,8.8426
-29.13,8.8447
-27.3,8.8468
-20.54,8.849
-26.71,8.8511
-30.41,8.8532
-29.8,8.8554
-25.51,8.8575
-16.29,8.8596
-26.76,8.8618
-23.69,8.8639
-16.32,8.866
-7.72,8.8681
-14.5,8.8707
-18.82,8.8732
-20.68,8.8757
-12.08,8.8783
-35.47,8.8808
-32.41,8.8833
-27.5,8.8858
-31.82,8.8884
-35.53,8.8909
-30.62,8.8934
-23.24,8.896
-31.26,8.8985
-33.73,8.901
-30.05,8.9036
-28.21,8.9061
-25.16,8.9112
-32.55,8.9137
-33.79,8.9162
-31.34,8.9187
-35.04,8.9213
-26.43,8.9238
-27.06,8.9263
-38.15,8.9289
-23.39,8.9314
-27.09,8.9339
-18.48,8.9365
-17.89,8.9415
-14.82,8.9441
-20.37,8.9466
-16.69,8.9491
-13,8.9516
-30.25,8.9542
-37.02,8.9567
-32.11,8.9592
-40.74,8.9618
-25.36,8.9643
-43.83,8.9668
-32.78,8.9719
-26.64,8.977
-17.42,8.9795
-15.58,8.982
-27.29,8.9845
-22.37,8.9871
-35.31,8.9896
-22.39,8.9921
-33.48,8.9947
-27.95,8.9972
-20.58,8.9997
-12.58,9.0023
-18.73,9.0048
-11.96,9.0073
-8.88,9.0098
-23.65,9.0124
-23.04,9.0149
-34.12,9.0174
-28.58,9.02
-18.73,9.0225
-19.35,9.025
-19.35,9.0301
-8.88,9.0326
11.42,9.0351
-0.88,9.0372
4.04,9.0394
-3.35,9.0437
-4.58,9.0458
2.19,9.0502
-14.42,9.0523
-1.5,9.0545
-3.96,9.0566
-11.35,9.061
-22.42,9.0631
-29.81,9.0653
-23.65,9.0674
-28.58,9.0696
-24.27,9.0717
-24.88,9.0739
-12.58,9.0761
-21.81,9.0782
-13.19,9.0804
-21.19,9.0825
-26.73,9.0847
-24.88,9.0868
-25.5,9.089
-31.65,9.0912
-28.58,9.0933
-23.04,9.0955
-25.5,9.0976
-24.27,9.0998
-14.41,9.102
-24.86,9.1041
-13.15,9.1063
-9.45,9.1084
-13.74,9.1106
-13.11,9.1127
-15.56,9.1149
-4.47,9.1171
-11.84,9.1192
-17.36,9.1214
-17.96,9.1235
-14.26,9.1257
-4.4,9.1279
-6.23,9.13
-4.37,9.1322
-3.74,9.1343
-27.73,9.1365
-20.33,9.1386
-20.93,9.1408
-15.38,9.143
-7.98,9.1451
-12.27,9.1473
-15.33,9.1494
-10.4,9.1516
-4.84,9.1537
-2.98,9.1559
-5.43,9.1581
-20.8,9.1602
-12.79,9.1624
-12.16,9.1645
-13.99,9.1667
-15.82,9.1689
-2.89,9.171
-7.8,9.1732
-14.55,9.1753
-2.23,9.1775
5.78,9.1796
-8.36,9.1818
-15.73,9.184
-15.71,9.1861
-33.54,9.1883
-24.3,9.1904
-28.59,9.1926
-16.89,9.1948
-19.95,9.1969
-22.4,9.1991
-21.15,9.2012
-21.75,9.2034
-15.57,9.2055
-16.17,9.2077
-17.99,9.2099
-35.17,9.2163
-36.99,9.2185
-29.59,9.2206
-30.8,9.2228
-34.47,9.2249
-31.38,9.2271
-25.2,9.2292
-22.72,9.2313
-19.63,9.2334
-18.99,9.2356
-17.74,9.2377
-15.26,9.2398
-21.4,9.2419
-16.46,9.244
-16.44,9.2462
-10.26,9.2483
-21.32,9.2504
-28.07,9.2525
-26.82,9.2547
-34.8,9.2568
-30.47,9.2589
-29.84,9.261
-34.13,9.2632
-35.34,9.2653
-22.4,9.2674
-32.22,9.2695
-27.28,9.2716
-22.34,9.2738
-13.7,9.2759
-19.22,9.278
-13.67,9.2801
-14.26,9.2823
-16.7,9.2844
-10.53,9.2865
-12.36,9.2886
-22.19,9.2908
-30.78,9.2929
-6.76,9.295
-19.05,9.2971
-18.42,9.2992
-19.02,9.3014
-15.32,9.3035
-22.7,9.3056
-11,9.3077
-12.22,9.3099
-7.9,9.312
-10.36,9.3141
-3.58,9.3162
-1.11,9.3184
-14.02,9.3205
-17.09,9.3226
-14.01,9.3247
-18.92,9.3269
-18.91,9.329
-26.9,9.3311
-31.2,9.3332
-26.27,9.3353
-18.88,9.3375
-21.95,9.3396
-11.48,9.3417
-18.86,9.3438
-16.39,9.346
-13.3,9.3481
-7.14,9.3502
-5.9,9.3523
-5.89,9.3545
-11.42,9.3566
-3.41,9.3587
-18.79,9.3608
-15.7,9.3629
-14.47,9.3651
-20.61,9.3672
-24.91,9.3693
-11.98,9.3714
-25.51,9.3736
-7.65,9.3757
-13.8,9.3778
-14.41,9.3799
-5.17,9.3821
-8.85,9.3842
-3.92,9.3863
3.47,9.3884
-5.14,9.3905
-10.05,9.3927
-14.35,9.3948
-19.88,9.3969
-22.95,9.399
-26.02,9.4012
-16.18,9.4033
-22.95,9.4054
-18.64,9.4075
-21.71,9.4097
-27.87,9.4118
-20.48,9.4139
-22.95,9.416
-30.33,9.4181
-26.02,9.4203
-20.48,9.4224
-15.56,9.4245
-22.33,9.4266
4.75,9.4288
-9.41,9.4309
-5.1,9.433
-11.25,9.4351
-8.18,9.4373
-23.56,9.4394
-13.1,9.4415
-26.02,9.4436
-18.64,9.4457
-26.02,9.4479
-30.95,9.45
-18.02,9.4521
-21.71,9.4542
-16.79,9.4564
-18.02,9.4585
-16.79,9.4606
-26.02,9.4627
-18.02,9.4649
-23.56,9.467
-10.64,9.4691
-10.64,9.4712
-7.56,9.4733
-8.18,9.4755
-12.48,9.4776
-3.87,9.4797
-10.64,9.4818
-11.87,9.484
0.44,9.4861
-21.1,9.4882
-18.64,9.4903
-26.64,9.4925
-21.71,9.4967
-26.64,9.4988
-18.03,9.5009
-21.73,9.5031
-19.28,9.5052
-15.6,9.5073
-13.76,9.5094
-17.47,9.5116
-3.94,9.5137
-6.42,9.5179
6.49,9.5205
-2.75,9.5226
-24.3,9.5247
-20.01,9.5268
-26.17,9.529
-22.49,9.5311
-25.58,9.5332
-26.82,9.5353
-23.75,9.5375
-19.46,9.5396
-20.08,9.5417
-13.94,9.5438
-18.26,9.546
-18.27,9.5481
-7.82,9.5502
-13.37,9.5523
-6,9.5544
0.76,9.5566
-4.17,9.5587
-2.95,9.5608
-10.96,9.5629
-6.67,9.5651
-18.98,9.5672
-24.53,9.5689
-19.62,9.571
-19.63,9.5731
-11.03,9.5753
-18.42,9.5774
-17.2,9.5795
-11.06,9.5816
-14.76,9.5837
-9.24,9.5859
-3.71,9.588
-9.26,9.5901
0.58,9.5922
-7.43,9.5944
3.02,9.5965
12.24,9.5986
6.07,9.6007
7.28,9.6029
-6.89,9.605
-17.99,9.6071
-22.31,9.6092
-24.2,9.6135
-27.3,9.6156
-26.08,9.6177
-31.64,9.6198
-10.12,9.622
-21.22,9.6241
-15.08,9.6262
-8.95,9.6283
-5.89,9.6305
-5.91,9.6326
-3.47,9.6347
-3.49,9.6368
-9.66,9.6389
-18.3,9.6411
-6.01,9.6432
-9.1,9.6453
-19.58,9.6474
-6.06,9.6496
-9.78,9.6517
-3.03,9.6538
-13.51,9.6559
-7.99,9.6581
-11.7,9.6602
-16.04,9.6644
-8.68,9.6665
-6.85,9.6687
-3.18,9.6708
-9.35,9.6729
-5.06,9.675
-5.7,9.6772
8.44,9.6793
2.26,9.6814
-3.29,9.6835
-0.24,9.6857
-8.26,9.6878
-19.97,9.6899
-11.99,9.692
-27.39,9.6941
-28.64,9.6963
-21.28,9.6984
-19.45,9.7005
-26.85,9.7026
-17.02,9.7048
-18.88,9.7069
-16.44,9.709
-8.45,9.7111
-7.24,9.7133
-14.03,9.7154
-12.2,9.7175
-3.6,9.7195
-14.69,9.7214
-9.16,9.7234
-3.02,9.725
-17.19,9.7273
-17.21,9.7293
-28.3,9.7312
-22.78,9.7332
-25.87,9.7351
-29.58,9.7371
-30.21,9.7391
-26.53,9.741
-14.85,9.743
-5.02,9.7449
-19.81,9.7469
-10.59,9.7488
-9.99,9.7508
-6.93,9.7528
-10.64,9.7547
-7.58,9.7567
2.26,9.7586
-2.07,9.761
-0.24,9.763
0.98,9.7649
-3.96,9.7669
-0.9,9.7688
-4.61,9.7708
-11.39,9.7727
-31.72,9.7747
-19.42,9.7767
-19.44,9.7786
-24.38,9.7806
-13.31,9.7825
-18.25,9.7845
-6.58,9.7865
-2.28,9.7884
-5.38,9.7904
3.22,9.7923
-4.79,9.7943
-18.34,9.7962
-9.74,9.7982
-4.22,9.8002
-3,9.8021
-11,9.8041
-5.47,9.806
-17.17,9.808
-15.34,9.81
-27.04,9.8119
-7.97,9.8139
-38.74,9.8158
-26.44,9.8178
-29.53,9.8197
-48,9.8214
-36.31,9.8231
-16.62,9.8245
-15.43,9.8346
0.56,9.8363
-7.44,9.838
-4.37,9.8397
-3.76,9.8414
-7.46,9.8431
-9.32,9.8448
-9.94,9.8465
-5.02,9.8482
-13.03,9.8498
1.73,9.8515
-20.43,9.8532
-30.89,9.8549
-22.9,9.8566
-27.22,9.8583
-23.53,9.86
-22.31,9.8617
-19.23,9.8634
-16.78,9.8651
-14.94,9.8668
-9.41,9.8685
-17.41,9.8701
-14.96,9.8718
-10.04,9.8735
-12.51,9.8752
-24.21,9.8769
-16.83,9.8786
-16.84,9.8803
2.23,9.882
-9.47,9.8837
21.3,9.8854
5.9,9.8871
-10.72,9.8888
4.04,9.8904
-13.81,9.8921
-12.58,9.8938
-18.13,9.8955
-23.06,9.8972
-25.53,9.8989
-24.92,9.9006
-19.38,9.9023
-21.84,9.904
-19.38,9.9057
-4.61,9.9074
-5.84,9.909
-11.99,9.9107
-13.22,9.9124
-13.22,9.9141
-11.99,9.9158
-11.38,9.9175
-11.38,9.9192
-2.76,9.9209
-8.92,9.9226
-8.3,9.9243
-14.45,9.926
-8.3,9.9277
-16.3,9.9293
-22.45,9.931
-16.92,9.9327
-16.3,9.9344
-21.84,9.9361
-10.76,9.9378
-15.68,9.9395
-30.45,9.9412
-16.92,9.9429
-24.92,9.9446
-7.68,9.9463
-15.68,9.948
-15.07,9.9496
-11.38,9.9513
-10.15,9.953
-3.99,9.9547
-3.38,9.9564
-0.92,9.9581
-2.15,9.9598
-10.76,9.9615
-8.92,9.9632
2.16,9.9649
-3.99,9.9666
-3.38,9.9683
0.93,9.9699
-0.3,9.9716
2.78,9.9733
2.16,9.975
-3.38,9.9767
7.7,9.9784
0.32,9.9801
-13.22,9.9818
-3.99,9.9835
-10.15,9.9856
7.7,9.9917
0.93,9.9947
8.93,9.9977
-2.14,10.001
-1.51,10.004
7.74,10.007
8.37,10.01
-6.39,10.013
3.48,10.016
-20.51,10.019
-11.88,10.022
-11.25,10.025
-17.39,10.028
-16.76,10.031
-16.12,10.034
-14.88,10.037
-13.02,10.04
-10.54,10.043
-9.91,10.046
-4.97,10.049
1.22,10.055
-3.08,10.058
-3.06,10.061
-6.12,10.064
4.97,10.067
-11.01,10.07
-1.77,10.073
-10.98,10.076
-4.81,10.079
-4.8,10.082
-2.32,10.086
-15.84,10.089
-3.5,10.095
-4.72,10.098
10.07,10.101
2.09,10.104
1.49,10.107
-7.72,10.11
-10.16,10.113
-1.53,10.116
-17.51,10.119
-21.18,10.122
-17.47,10.125
-17.45,10.128
-16.2,10.131
-17.41,10.134
-10.62,10.137
2.93,10.139
-11.2,10.142
4.82,10.145
-8.09,10.148
-9.3,10.151
-12.97,10.154
-3.72,10.157
-1.24,10.16
6.16,10.163
-3.66,10.166
-12.26,10.169
-9.78,10.172
-12.22,10.175
-6.05,10.178
-8.49,10.181
1.99,10.184
-5.37,10.188
3.27,10.191
2.67,10.194
-2.23,10.197
-2.83,10.2
-7.73,10.203
-2.17,10.206
-5.84,10.209
-23.66,10.212
5.29,10.215
-5.15,10.218
8.41,10.221
0.43,10.224
7.84,10.227
1.1,10.23
-16.73,10.233
-13.01,10.236
-3.76,10.239
-9.27,10.242
-4.33,10.245
-9.2,10.251
-9.79,10.254
0.07,10.257
-9.13,10.26
-4.19,10.263
-7.86,10.266
-4.14,10.269
-1.65,10.272
-0.4,10.275
-1.61,10.278
3.34,10.281
-1.56,10.284
-4.62,10.287
-3.98,10.29
-5.8,10.293
-15.01,10.296
-18.06,10.299
-15.57,10.302
-15.55,10.305
-25.98,10.308
-19.8,10.311
-16.7,10.314
-12.99,10.316
-4.35,10.318
3.68,10.321
1.85,10.323
1.87,10.325
-4.26,10.328
-6.7,10.33
5.01,10.333
-5.43,10.335
-1.1,10.337
2.62,10.34
11.25,10.342
8.81,10.344
5.76,10.347
-1.61,10.349
-6.51,10.351
-10.18,10.354
-5.24,10.356
-0.29,10.359
2.19,10.361
4.06,10.363
2.85,10.366
2.25,10.368
-7.57,10.37
-13.68,10.375
-12.42,10.378
-14.25,10.38
-17.31,10.382
-16.67,10.385
-13.57,10.387
-0.63,10.389
-12.91,10.392
-7.97,10.394
-11.65,10.396
5.61,10.399
-20.2,10.402
-7.26,10.404
-6.62,10.406
-8.44,10.409
-3.5,10.411
-4.7,10.414
-0.98,10.416
-1.58,10.418
-4.62,10.421
-4.6,10.423
-2.12,10.425
-13.17,10.428
-11.3,10.43
-8.19,10.433
-8.79,10.435
-6.3,10.437
-3.81,10.44
-2.56,10.442
-1.31,10.444
-25.89,10.447
-3.1,10.449
9.84,10.451
-1.22,10.453
16.66,10.456
8.07,10.458
9.32,10.46
13.03,10.462
5.67,10.464
2.61,10.466
-7.83,10.468
-8.43,10.469
-12.11,10.471
0.22,10.473
-4.06,10.475
-6.51,10.477
0.89,10.478
0.29,10.48
2.78,10.482
1.57,10.484
-3.96,10.485
-0.25,10.487
-1.46,10.489
1.64,10.491
1.65,10.492
3.52,10.494
7.23,10.496
3.56,10.498
1.12,10.5
-0.72,10.501
-1.93,10.503
-11.75,10.505
-4.96,10.507
-4.9,10.512
-1.8,10.514
1.91,10.515
9.93,10.517
-1.74,10.519
6.9,10.521
-3.54,10.523
3.24,10.524
2.65,10.526
6.37,10.528
5.16,10.53
8.86,10.531
11.35,10.533
8.29,10.535
-0.91,10.537
3.41,10.538
-4.57,10.54
-8.86,10.542
-2.68,10.544
-5.73,10.546
-3.87,10.547
-9.39,10.549
-10.6,10.551
-10.57,10.553
-11.79,10.554
-10.54,10.556
-12.98,10.558
1.2,10.56
-3.1,10.561
-8,10.563
-9.2,10.565
3.74,10.567
5.61,10.569
6.24,10.57
1.34,10.572
4.44,10.574
6.92,10.576
7.55,10.577
3.88,10.579
1.44,10.581
5.78,10.583
3.33,10.584
3.35,10.586
6.45,10.588
2.78,10.59
-3.97,10.592
-6.42,10.593
-7.62,10.595
-10.68,10.597
-8.81,10.599
-7.57,10.6
-0.16,10.602
11.55,10.604
5.42,10.606
10.97,10.607
16.53,10.609
19.01,10.611
25.8,10.613
13.51,10.615
14.75,10.616
10.47,10.618
4.33,10.62
6.82,10.622
12.98,10.623
17.92,10.625
15.48,10.627
19.81,10.629
15.52,10.631
16.77,10.632
12.48,10.634
8.19,10.636
-0.4,10.638
-2.84,10.64
-20.68,10.641
-2.81,10.643
-4.02,10.645
0.31,10.647
-0.29,10.649
4.65,10.651
7.13,10.652
12.69,10.654
25.01,10.656
7.19,10.658
6.59,10.66
6.01,10.663
0.49,10.665
1.13,10.667
1.15,10.669
0.55,10.671
-0.65,10.674
-3.09,10.676
-1.84,10.678
-14.74,10.68
-8.56,10.682
0.08,10.685
-10.36,10.687
-6.65,10.689
-6.62,10.691
-1.67,10.694
-4.73,10.696
-1.01,10.698
7.62,10.7
1.48,10.702
12.58,10.705
2.14,10.707
18.15,10.709
23.09,10.711
22.49,10.713
26.21,10.716
22.53,10.718
0.43,10.725
-0.17,10.727
-1.38,10.729
-0.14,10.731
-5.66,10.733
0.52,10.736
-2.54,10.738
17.78,10.74
9.18,10.742
19.05,10.745
23.37,10.747
23.39,10.749
9.25,10.751
10.5,10.753
8.06,10.756
6.23,10.758
16.7,10.76
11.18,10.762
23.5,10.764
15.53,10.767
19.85,10.769
31.56,10.771
18.65,10.773
30.37,10.776
24.23,10.778
38.4,10.78
18.72,10.782
9.51,10.785
-2.16,10.787
-6.45,10.79
-10.74,10.792
-13.19,10.794
-19.32,10.797
-12.53,10.799
-3.89,10.806
-1.41,10.809
-3.25,10.811
-4.47,10.813
-5.08,10.816
1.08,10.818
-1.37,10.82
6.64,10.823
-0.74,10.825
-1.95,10.828
-0.72,10.83
-3.17,10.832
-4.39,10.835
-1.3,10.837
-0.68,10.84
-3.75,10.842
-5.59,10.844
-5.57,10.847
2.43,10.849
-7.4,10.851
-6.78,10.854
-8,10.856
-6.14,10.859
3.1,10.861
3.12,10.866
9.89,10.868
6.22,10.873
2.54,10.875
4.39,10.878
13.02,10.88
8.72,10.882
-1.12,10.885
0.74,10.887
7.52,10.89
-5.4,10.892
-0.47,10.894
0.16,10.897
2.01,10.899
-2.29,10.901
-4.13,10.904
4.49,10.906
-7.82,10.909
-6.58,10.911
-0.43,10.913
-2.27,10.916
-2.27,10.918
4.5,10.92
-9.03,10.923
-6.57,10.925
-7.18,10.928
-5.94,10.93
-6.56,10.932
-7.17,10.935
-4.09,10.937
-0.39,10.94
0.22,10.942
12.54,10.944
9.46,10.947
11.93,10.949
13.78,10.951
8.86,10.954
15.01,10.956
15.63,10.959
13.17,10.961
13.79,10.963
3.95,10.966
8.87,10.968
3.34,10.97
2.11,10.973
-0.96,10.975
0.27,10.978
-3.42,10.98
-0.34,10.982
0.9,10.985
2.74,10.987
2.13,10.989
5.83,10.992
2.14,10.994
3.37,10.997
4.61,10.999
0.3,11.001
3.38,11.004
-2.78,11.006
-0.32,11.009
-1.55,11.011
3.38,11.013
8.92,11.016
8.3,11.018
13.22,11.02
19.38,11.023
14.45,11.024
22.45,11.026
21.22,11.028
12.61,11.029
4.61,11.031
2.76,11.033
4.61,11.034
-5.85,11.036
-5.24,11.038
-7.08,11.039
-4.62,11.041
-8.93,11.043
-9.55,11.045
-9.55,11.046
-12.01,11.048
-7.7,11.05
-9.55,11.051
-7.08,11.053
-3.39,11.055
-0.93,11.056
-13.24,11.058
-2.16,11.06
-10.16,11.061
-3.39,11.063
-12.62,11.065
-8.32,11.066
-7.08,11.068
5.84,11.07
4.61,11.071
2.76,11.073
-3.39,11.075
1.53,11.076
-0.32,11.078
0.3,11.08
-2.78,11.082
-2.78,11.083
-5.24,11.085
-12.01,11.087
-9.55,11.088
-8.93,11.09
-5.85,11.092
-10.16,11.093
-16.32,11.095
-18.78,11.097
-12.01,11.098
-12.01,11.1
-10.78,11.102
-3.4,11.103
2.74,11.105
-4.65,11.107
0.88,11.108
-1.59,11.11
0.25,11.112
4.56,11.113
-0.37,11.115
10.08,11.117
7.61,11.119
3.3,11.12
3.91,11.122
2.67,11.124
11.28,11.125
2.66,11.127
-4.12,11.129
-10.89,11.13
3.25,11.132
-7.83,11.134
-5.99,11.135
-6,11.137
1.38,11.139
6.3,11.14
2.6,11.142
8.13,11.144
26.59,11.145
16.12,11.147
12.42,11.149
6.87,11.151
8.71,11.153
1.93,11.155
3.77,11.157
6.84,11.159
6.83,11.161
14.82,11.163
3.74,11.165
8.04,11.167
2.49,11.169
-11.67,11.171
-15.98,11.173
-16.61,11.175
-12.93,11.178
-16.63,11.18
-8.63,11.182
-3.1,11.184
-4.34,11.186
3.65,11.188
-8.05,11.19
-1.29,11.192
-1.91,11.194
-5,11.196
-6.85,11.198
0.53,11.2
-8.1,11.202
-9.96,11.204
-5.67,11.206
-4.45,11.208
-10,11.21
-8.78,11.212
-13.1,11.214
-10.04,11.216
-9.44,11.218
-5.76,11.22
-2.69,11.222
10.83,11.224
-2.1,11.226
-4.58,11.228
-7.67,11.23
8.94,11.232
16.31,11.234
11.37,11.236
18.74,11.238
5.81,11.24
-4.05,11.242
-5.3,11.244
-10.23,11.246
-4.09,11.248
0.2,11.25
4.5,11.252
2.02,11.254
-6.6,11.256
6.31,11.258
17.37,11.26
16.13,11.262
0.73,11.264
-1.75,11.266
-1.14,11.268
3.15,11.27
-4.25,11.272
3.13,11.274
4.34,11.276
8.64,11.278
20.93,11.28
15.99,11.283
1.82,11.285
3.04,11.287
0.57,11.289
-11.14,11.291
-11.15,11.293
-22.24,11.295
-7.49,11.298
-8.12,11.301
-13.68,11.304
-16.77,11.307
-8.78,11.309
-3.87,11.312
-6.97,11.315
-2.67,11.318
-3.3,11.321
-7.01,11.324
-0.25,11.326
-6.42,11.329
-3.36,11.332
-4.61,11.335
-2.16,11.338
-4.02,11.34
3.35,11.343
-3.43,11.346
0.86,11.349
-5.31,11.352
-9.01,11.354
-1.03,11.357
0.8,11.36
-5.98,11.363
15.54,11.366
27.84,11.368
8.74,11.371
0.11,11.374
6.87,11.377
0.7,11.38
-6.7,11.383
9.9,11.385
1.27,11.388
8.64,11.391
