"Age","Age_err","W","Werr","stratH","section","ID","source"
0.862826676009608,0.0171251925749023,508.7891623,170.1338082,6369.02883,"BBS","TTB122","Chang_1969"
0.862826676009608,0.0171251925749023,802.3243794,467.270823,6369.02883,"SGS","TT66","Chang_1969"
0.955922222853451,0.0150550931721753,1395.609788,801.2046312,6043.402778,"BBS","TTB123","Chang_1969"
0.998991792061498,0.0141312992862722,955.6525534,565.0783699,5892.755682,"SGS","TT67","Chang_1969"
1.0332248422782,0.0134165442451309,802.8548817,346.3883929,5773.016625,"BBS","TTB124","Chang_1969"
1.13109586976489,0.0114984434727232,367.2936789,194.6161347,5430.687079,"BBS","TTB125","Chang_1969"
1.18279890583243,0.010585572278135,372.1518546,107.7410588,5249.842172,"SGS","TT68","Chang_1969"
1.19582431092733,0.0103696688073725,800.4663771,344.6954264,5204.282407,"SGS","TT69","Chang_1969"
1.21037636541448,0.0101360438812908,497.7336509,279.1898447,5153.382786,"SGS","TT70","Chang_1969"
1.22629714030273,0.00989025920305501,949.0508836,667.2971662,5097.695707,"SGS","TT71","Chang_1969"
1.26025193429668,0.00940390234075791,584.9346359,332.2566368,4978.929924,"MDJ","TT115","Chang_1967"
1.29461283198252,0.00897112919430909,483.033914,321.1974373,4858.743687,"MDJ","TT111","Chang_1967"
1.30630711872177,0.00883905795166957,1416.182592,610.9379169,4817.839857,"BBS","TTB126","Chang_1969"
1.31122548759477,0.00878597704022451,808.055106,562.2624187,4800.636574,"MDJ","TT113","Chang_1967"
1.31895650164677,0.00870558135180102,817.119479,478.3528367,4773.595328,"MDJ","TT112","Chang_1967"
1.32449154658107,0.00865035453062563,802.8548817,628.7772885,4754.235059,"MDJ","TT114","Chang_1967"
1.32701841501387,0.00862580138326091,1882.254528,13795.643,4745.396675,"SGS","TT72","Chang_1969"
1.33153067990907,0.00858299877733387,886.8432619,453.7294257,4729.613847,"MDJ","TT116","Chang_1967"
1.33493744015082,0.00855157835237503,1349.901944,1502.382671,4717.697811,"JDL","TT201","Chang_1967"
1.34249548387887,0.00848466778019981,1036.528318,865.8897594,4691.261574,"SJG","TT141","Chang_1967"
1.36107097466907,0.00833710394237625,378.7856707,241.0250197,4626.288931,"SJG","TT142","Chang_1967"
