"Age","Age_err","W","Werr","stratH","section","ID","source"
1.60829151586575,0.0804145757932873,43.76626629,116.1383414,2856.507786,"HKL","SK25","Chang_Chen_1970"
1.61353986308922,0.0806769931544609,528.1233942,528.1297465,2800.820707,"HKL","SK23","Chang_Chen_1970"
1.61513395249732,0.0807566976248658,210.0577981,217.2763322,2783.906776,"WL","SK16","Chang_Chen_1970"
1.61853533763613,0.0809267668818063,981.696567,1088.724158,2747.816709,"HKL","SK6","Chang_Chen_1970"
1.61853533763613,0.0809267668818063,307.5739328,624.82893,2747.816709,"HKL","SK22","Chang_Chen_1970"
1.62290854712724,0.0811454273563619,1274.894837,768.4320071,2701.415194,"HKL","TTA71","Chang_1969"
1.62290854712724,0.0811454273563619,588.0573686,228.259499,2701.415194,"HKL","TTA72","Chang_1969"
1.62616862113928,0.0813084310569642,8.94427191,1.788854382,2666.824495,"WL","SK15","Chang_Chen_1970"
1.62642397298653,0.0813211986493265,378.7552018,252.7259531,2664.115109,"HKL","SK5","Chang_Chen_1970"
1.64213182747368,0.0821065913736839,41.9339792,154.9335928,2497.448443,"WL","SK14","Chang_Chen_1970"
1.64450684716488,0.0822253423582438,299.0628276,212.7072535,2472.248527,"HKL","SK4","Chang_Chen_1970"
1.65640425787428,0.0828202128937139,306.3298233,622.1691924,2346.012205,"HKL","SK3","Chang_Chen_1970"
1.67478710840669,0.0837393554203346,157.5839166,446.7742108,2150.962753,"HKL","SK1","Chang_Chen_1970"
1.67478710840669,0.0837393554203346,117.0648046,376.7781879,2150.962753,"HKL","SK2","Chang_Chen_1970"
1.67623988668803,0.0838119943344013,81.13995065,213.4781187,2135.54819,"WL","SK12","Chang_Chen_1970"
1.68688037143242,0.0843440185716208,36.68125048,68.49332508,2022.648359,"WL","SK11","Chang_Chen_1970"
1.69092520891897,0.0253770816407216,46.3646834,176.4244268,1987.058081,"WL","SK10","Chang_Chen_1970"
1.70379107186296,0.0240793195355986,216.8571045,77.10070515,1952.388468,"FF","HL133","Chang_1968"
1.70853523680848,0.0236112738454822,586.810781,390.4992691,1939.604377,"WL","SK9","Chang_Chen_1970"
1.71557339105528,0.0229284323926519,39.44285286,34.234781,1920.638678,"FF","HL134","Chang_1968"
1.71602242693048,0.0228853584038002,30.0203267,63.09380103,1919.428662,"WL","SK8","Chang_Chen_1970"
1.74778685629952,0.0200155422400523,662.36521,322.0703533,1833.833123,"FP","HL132","Chang_1968"
1.75746065744965,0.0192245151438227,583.926824,271.6176258,1807.765152,"FF","HL182","Chang_1968"
1.78248954423762,0.0174143554113563,186.6928035,74.13837765,1740.319865,"FP","HL161","Chang_1968"
1.79330545934273,0.0167583623497471,1264.018289,1050.838754,1711.174242,"FF","HL183","Chang_1968"
1.83144424979489,0.0152270368860062,211.7204548,132.1429748,1608.401726,"FF","HL135","Chang_1968"
1.84135233101612,0.0150600206594542,325.3975103,125.5186125,1581.702441,"FF","HL184","Chang_1968"
1.84827334522737,0.0150048805938708,122.2846959,74.38129446,1563.052399,"FF","HL136","Chang_1968"
1.85192420465882,0.0149964493716414,464.8234469,145.8670374,1553.214436,"FP","HL130","Chang_1968"
1.85192420465882,0.0149964493716414,1107.565169,545.73405,1553.214436,"FP","HL131","Chang_1968"
1.85826928119693,0.0150158330491444,483.2884261,157.773629,1536.116372,"FF","HL185","Chang_1968"
1.86361866873171,0.0150656266604139,563.5411286,274.4225392,1521.701389,"FP","HL129","Chang_1968"
1.8741417343046,0.015251536047274,235.9734193,72.90650991,1493.344907,"FP","HL160","Chang_1968"
1.90121080679794,0.0162325119274927,419.507488,208.3808775,1420.401936,"FP","HL159","Chang_1968"
1.92452164195778,0.0175784923083013,167.8538411,83.86498884,1357.586279,"FF","HL137","Chang_1968"
1.93804153556084,0.0185315005757108,698.217001,224.8802514,1321.154251,"FP","HL127","Chang_1968"
1.93804153556084,0.0185315005757108,723.7641894,381.3657692,1321.154251,"FP","HL128","Chang_1968"
2.00833766057143,0.100416883028572,661.3871295,331.6975894,1132.207492,"FP","HL151","Chang_1968"
2.12403478848585,0.106201739424293,176.0698629,48.20610517,1037.66835,"FP","HL152","Chang_1968"
2.18210869404184,0.109105434702092,129.8535625,42.18058744,990.2146465,"FP","HL155","Chang_1968"
2.18210869404184,0.109105434702092,265.5802541,165.813285,990.2146465,"FP","HL156","Chang_1968"
2.19768949806105,0.109884474903052,131.2291105,83.94142284,977.483165,"FF","HL138","Chang_1968"
2.23995725763191,0.111997862881596,98.29015204,52.84878785,942.9450758,"FP","HL153","Chang_1968"
2.23995725763191,0.111997862881596,87.46105773,52.66035772,942.9450758,"FP","HL154","Chang_1968"
2.36804820627718,0.118402410313859,597.567011,363.2860673,838.2786195,"FF","HL139","Chang_1968"
2.56110209382889,0.128055104691444,766.6815585,488.8969514,680.5292508,"FF","HL140","Chang_1968"
2.82230590296348,0.141115295148174,528.5640158,205.7523273,467.092803,"FF","HL141","Chang_1968"
2.91392360581706,0.145696180290853,566.6720422,157.2598125,392.2295875,"FF","HL142","Chang_1968"
3.30254233685473,0.165127116842736,351.2998127,201.126319,74.67908249,"FF","HL143","Chang_1968"
